houseName,houseScale,houseArea,houseLayers,houseDirect,community,detailAddress,price
长江之歌-全新毛坯-景观楼层-全天采光-一线江景-诚心出售,4室2厅,177.22㎡,高层（共40层）,南北向,伟星长江之歌,银泰城-伟星长江之歌长江南路99号,14050元/㎡
"新城大都会标准113平米三房,送车位,阔景阳台,车接车送",3室2厅,113㎡,中层（共25层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11415元/㎡
新房!新城大都会 美式洋房 环境优美 一手无费用 置换好楼盘,3室2厅,97㎡,高层（共25层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11752元/㎡
毫装七十万宽大四居室全景江景独揽江城美景随时看房,4室2厅,167㎡,高层（共40层）,南向,伟星长江之歌,银泰城-伟星长江之歌长江南路99号,17365元/㎡
贝壳专场新城大都会97平送车位单价12000找我有团购价,3室2厅,98㎡,低层（共17层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11734元/㎡
新城大都会 品质小区 花园洋房 配套齐全 一房市场部专享价,3室2厅,97.9㎡,中层（共16层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11848元/㎡
江景房全新豪华装修未住买到就是赚到,4室2厅,168㎡,低层（共33层）,南北向,伟星长江之歌,银泰城-伟星长江之歌长江南路99号,16666元/㎡
元亩塘版块湿地公园旁天然氧吧美式公园住区一手房在售,3室2厅,97㎡,高层（共33层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11340元/㎡
总高10层带电梯洋城南门第千亿新城飞机户型美式洋房改善生,3室2厅,112㎡,中层（共10层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11607元/㎡
"桃花源墅两层小独栋,院子大,原生态森林,4居室+室内车位",独栋,卧室：4个,无花园,258㎡,桃花源墅,三山-三山,10697元/㎡
柏庄丽城 边户别墅 简单装修 产权清晰 总价单价低,独栋,卧室：5个,无花园,218㎡,柏庄丽城,大学城-柏庄丽城九华南路安徽师范大学南门,16972元/㎡
新城大都会 商圈成熟 花园洋房 送车位一个 新房分销渠道专价,3室2厅,97㎡,中层（共17层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,12010元/㎡
信亚云谷+纯别墅区+可以别墅何必洋房,联排,卧室：4个,花园：50平米,336.87㎡,信亚云谷,国际会展中心-芜湖市弋江区大工山路与弋江南路交叉口,9499元/㎡
城南火热楼盘+舒适三房+好楼层+限时优惠多多+前20位送车位,3室2厅,97㎡,中层（共18层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,12371元/㎡
美好首玺 享团购优惠 无中介费用 大学城环绕 德胜旁新房,3室2厅,116.8㎡,低层（共18层）,南北向,美好首玺,大学城-美好首玺,11626元/㎡
鸠兹古镇 西江月 徽派风格 环境优美 三室两厅 位置好,独栋,卧室：3个,无花园,130㎡,鸠兹古镇西江月,政务文化中心-鸠兹古镇西江月安徽省芜湖市鸠江区万春中路,15538元/㎡
"龙隐别墅罕见户型,,刚刚两年,房东诚意出售!!!",双拼,卧室：5个,花园：200平米,290㎡,蓝湖郡龙隐别墅,银湖中路-园丁支路天门山西路交叉口,15517元/㎡
美好首玺!大学城中!德盛广场相伴!闹中取静!恭迎品鉴!,3室2厅,117㎡,中层（共25层）,南向,美好首玺,大学城-美好首玺,11196元/㎡
"西江月古徽派别墅,景区内的生活,找我享团购价,车接车送,方便",独栋,卧室：4个,无花园,160㎡,鸠兹古镇西江月,政务文化中心-鸠兹古镇西江月安徽省芜湖市鸠江区万春中路,14687元/㎡
美好首玺 配套齐全 大学城旁 车接车送 享一手团购,3室2厅,117㎡,低层（共28层）,南北向,美好首玺,大学城-美好首玺,11623元/㎡
团购中御公馆空中可做四房联动,3室2厅,136㎡,中层（共16层）,南北向,中御公馆,南瑞-中御公馆,11764元/㎡
新房首开拓基弘扬时光里轻轨洋房找我享优惠车接车送,3室2厅,104㎡,高层（共8层）,南向,拓基弘阳时光里,鸠江周边-鸠江-鸠江周边-拓基弘阳时光里,8653元/㎡
城南美好首玺 全明户型 带访享团购 双重优惠 南北通透大三房,3室2厅,114㎡,高层（共28层）,南北向,美好首玺,大学城-美好首玺,12280元/㎡
"拓基弘阳时光里,花园洋房,户型方正,轻轨站边,新房分销渠道价",3室2厅,104.8㎡,中层（共12层）,南北向,拓基弘阳时光里,"鸠江-梦溪路,近纬一次路",8969元/㎡
美好首玺二期加推 大学城高校云集 一手代理不收任何费用,3室2厅,117㎡,高层（共32层）,南北向,美好首玺,大学城-美好首玺,11965元/㎡
春江明月均价11000随时看房性价比三室户型可选,3室2厅,96㎡,低层（共18层）,南北向,皖新春江明月,南瑞-皖新春江明月利民东路中段(原新兴铸管厂地块),10312元/㎡
"中山南路美好首玺三房,享团购渠道专属优惠,无中介费城南火",3室2厅,130㎡,低层（共24层）,南向,美好首玺,大学城-美好首玺,12000元/㎡
中御公馆央企开发自建商业体系无任何费用加团购优惠,3室2厅,109㎡,中层（共16层）,南北向,中御公馆,南瑞-中御公馆,11926元/㎡
"复式楼,多样的居住空间,空间可设计性强含车位",6室2厅,240㎡,中层（共40层）,南向,伟星长江之歌,银泰城-伟星长江之歌长江南路99号,14000元/㎡
万科伟星起中江精装14000每平99平刚需三房,3室2厅,99㎡,低层（共30层）,南北向,万科城,政务文化中心-万科城区赤铸山路与中江大道交汇处西北侧,13939元/㎡
芜湖弋江区新楼盘:融创童话森林+品牌开发商+首付两成+接送看房,3室2厅,118㎡,低层（共28层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11440元/㎡
滨江公园旁 滨江别墅 单价只要22000元 急卖,联排,卧室：5个,花园：100平米,202㎡,皖江壹号院,银泰城-乌霞山西路与中山南路交叉口,22029元/㎡
新房代理 品质奢华大气 城南必看神盘 碧桂园塘溪源著,3室2厅,126㎡,高层（共18层）,南北向,碧桂园·塘溪源著,大学城-碧桂园·塘溪源著,12301元/㎡
"(新房)融创童话森林,小户型,低总价,低首付,找我可享团购价",3室2厅,104㎡,低层（共18层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11538元/㎡
汀海壹品看新房找我团购优惠价无中间费用送11米阳台,4室2厅,142㎡,中层（共18层）,南北向,汀海壹品,神山口-汀海壹品赤铸山路与弋江中路交汇处,13309元/㎡
中御公馆 城南新贵 高层 品质保证 享团购优惠,4室2厅,130㎡,低层（共7层）,南北向,中御公馆,南瑞-中御公馆,12307元/㎡
"融创童话森林,城南大学城盘,南北通透,品质盘",4室2厅,128㎡,高层（共11层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,12031元/㎡
"中、央、城学府壹号、有钥匙,通透户型,15层,有钥匙,随时看房",3室2厅,119.1㎡,低层（共31层）,南北向,中央城学府壹号,大学城-中央城学府壹号花津南路与文昌西路交叉口西北侧,12510元/㎡
祥生府 万达旁 高品质小区 环境好 一手房合作 专享团购优惠,3室2厅,108㎡,中层（共11层）,南北向,祥生府,政务文化中心-祥生府北京中路与中江大道交汇处西南侧50米,11666元/㎡
团购登记中住景点商业街别墅收店铺租金马云6月8号亲临视察,5室3厅,130㎡,高层（共1层）,南北向,鸠兹古镇西江月,鸠江周边-鸠江-鸠江周边-鸠兹古镇西江月,20000元/㎡
全新婚装保养!城C区通透三房观景好楼层随时看房!,3室2厅,121㎡,高层（共32层）,南北向,中央城,大学城-中央城高校园区,15289元/㎡
融创金地童话森林 城南腹地 花园洋房 一手新房市场部无费用,3室2厅,104㎡,高层（共18层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11057元/㎡
"融创童话森林,大学城一手,89平小三房,团购有优惠,无居间费",3室2厅,86㎡,低层（共22层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11046元/㎡
轻轨旁弘扬时光里花园电梯洋房南北通透享团购优惠,3室2厅,104㎡,低层（共11层）,南北向,拓基弘阳时光里,"鸠江-梦溪路,近纬一次路",8173元/㎡
芜湖弋江区新楼盘:融创童话森林+开发商+首付两成+接送看,3室2厅,86㎡,中层（共18层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,10895元/㎡
首付20万起总价103万起渠道优惠满意后交定融创童话森林,3室2厅,89㎡,高层（共16层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11797元/㎡
中建500领寓高挑公寓全景飘窗一手新房无费用,1室2厅,58㎡,中层（共28层）,南北向,中建500米,大学城-中建500米乌霞山东路和九龙小区交汇处,6465元/㎡
融创童话森林 城南大学城旁 品质盘 欢迎咨询 优惠找我,3室2厅,98㎡,中层（共17层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,12755元/㎡
"伟星万科强强联手,打造精装99平三房钻石楼层找我享团购",3室2厅,99㎡,低层（共11层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13636元/㎡
翡丽世家叠墅送院子送露台大阳垾公园电梯轻奢享受,4室2厅,142㎡,低层（共8层）,南向,信达翡丽世家,政务文化中心-信达翡丽世家,13943元/㎡
东方珑胤台(新)商品房硬精装修享团购优惠价伟星万科,3室2厅,100㎡,中层（共18层）,南北向,伟星公园大道和院,政务文化中心-伟星公园大道和院,15600元/㎡
首付25万起买伟星三房复式洋房高层现有合作团购大优惠,3室2厅,118㎡,高层（共12层）,南北向,伟星天境,南瑞-弋江-南瑞-伟星天境,13135元/㎡
(全是洋房)时光里一楼送40平院子118平四房真能买,3室2厅,104㎡,低层（共10层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8942元/㎡
美好首玺 配套齐全 大学城旁 车接车送 享一手团购,3室2厅,117㎡,高层（共28层）,南北向,美好首玺,大学城-美好首玺,11623元/㎡
中御公馆 花园洋房 匠心品质 配套齐全 一手新房市场部专享价,3室2厅,109㎡,低层（共16层）,南北向,中御公馆,南瑞-中御公馆,11743元/㎡
信德悦城在售1112楼栋,3室2厅,116.84㎡,中层（共5层）,南向,信德悦城,鸠江-鸠江-鸠江-信德悦城,9000元/㎡
拓基弘阳时光里 新开楼盘 5U户型 观景洋房 通透飞机户型,3室2厅,104㎡,中层（共11层）,南北向,拓基 弘阳时光里,鸠江周边-鸠江-鸠江周边-高速东方御府,9230元/㎡
中御公馆 花园洋房 匠心品质 配套齐全 一手新房市场部专享价,3室2厅,109㎡,中层（共16层）,南北向,中御公馆,南瑞-中御公馆,11743元/㎡
弘扬时光里 全洋房户型 轻轨房 单价9500 我带去是团购价,3室2厅,118㎡,中层（共11层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8305元/㎡
城南新盘新城大都会+高层+洋房+97平-127平+免中介费,3室2厅,97㎡,高层（共18层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,12886元/㎡
(新房)拓基弘扬时光里 找我享团购价 轻轨旁 洋房 一梯两户,3室2厅,104㎡,高层（共1层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,9423元/㎡
拓基弘阳时光里 新开楼盘 5U户型 观景洋房 通透飞机户型,3室2厅,104㎡,中层（共11层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,9230元/㎡
金都檀宫 高品质小区 首付13W起 刚需三房 新房无任何费用,3室2厅,120㎡,中层（共17层）,南北向,金都檀宫,政务文化中心-金都檀宫清水镇芜屯城市干道,8000元/㎡
怡康江郡一手新房29中必备电梯洋房享渠道团购价,3室2厅,89㎡,高层（共10层）,南北向,怡康江郡,"镜湖-赤铸山西路,近滨江路",13483元/㎡
信德悦城 品质社区 轻轨站口 安大 一手新房 销售市场部,3室2厅,93㎡,低层（共28层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,9139元/㎡
"城东起中江政务新区,L型厨房,10米贯通阳台,3加1户型",3室2厅,119㎡,高层（共15层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13025元/㎡
信德悦城 万春商业轻轨站旁价格低洼高层洋房全明户型,3室2厅,115㎡,低层（共12层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8347元/㎡
"城东起中江政务新区,L型厨房,10米贯通阳台,3加1户型",3室2厅,119㎡,中层（共15层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13025元/㎡
"信德悦城亲贵二号线站点边上,政府开发区域,隔壁单价1万多",2室2厅,77㎡,中层（共26层）,南北向,信德悦城,政务文化中心-万春轻轨二号线沿线,8311元/㎡
伟星天境不一样的生活方式豪华洋房快来入住属于你的新家,4室2厅,123㎡,中层（共11层）,南北向,中御公馆,南瑞-中御公馆,13902元/㎡
弋江区新楼盘:融创公元2020+首付两成+物业+随时看房,3室2厅,119㎡,中层（共11层）,南北向,融创公元2020,南瑞-融创公元2020弋江南路72号,13865元/㎡
"信德悦城 新楼盘 楼层任选 ,城东轻轨边,渠道,没有费用",3室2厅,115㎡,中层（共18层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8695元/㎡
信德悦城 万春商业 轻轨站旁 价格低洼 高层洋房 全明户型,3室2厅,115㎡,高层（共28层）,南向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8347元/㎡
金都檀宫 政务旁 商业环绕 低首付 拎包入住 享团购优惠,3室2厅,109㎡,中层（共11层）,南北向,金都檀宫,政务文化中心-金都檀宫清水镇芜屯城市干道,6880元/㎡
城东新贵 信德悦城 轻轨口 大品牌 价格低洼 未来可期,3室2厅,108㎡,高层（共17层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8888元/㎡
新城控股城南一手期房在售贝壳代理无团购折扣,3室2厅,112㎡,高层（共17层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,12321元/㎡
"信德悦城,万春商业,轻轨站旁,价格低洼,高层洋房,户型全",3室2厅,115㎡,中层（共28层）,南向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8260元/㎡
"18万首付起,轻轨洋房免中间费,国企开发,高速东方御府",3室2厅,108㎡,中层（共7层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,9074元/㎡
渠道特惠 信德悦城 115平 南北通透 3室2厅 精装修,3室2厅,115㎡,中层（共18层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8347元/㎡
伟星万科起中江+精装交付首付两成+低单价环境好随时接送看房,3室2厅,99㎡,中层（共11层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13636元/㎡
信德悦城 万春商业 轻轨站旁 总价低 高层洋房,3室2厅,110㎡,低层（共28层）,南向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8636元/㎡
109万电梯房滨江 3室2厅 美好首玺 看房方便 有钥匙急售,3室2厅,96㎡,高层（共22层）,南北向,美好首玺,大学城-美好首玺,11354元/㎡
安展蔚然家园高品质落地窗新房现房交付渠道优惠,4室2厅,193㎡,低层（共8层）,南北向,安展蔚然家园,凤凰城-鸠江-凤凰城-安展蔚然家园,11709元/㎡
中御公馆 轻轨3号线出站口 双阳台 98折优惠价,4室2厅,141㎡,低层（共17层）,南北向,中御公馆,南瑞-中御公馆,12056元/㎡
金都檀宫电梯房3室2厅120平93万看房方便有钥,3室2厅,120㎡,高层（共17层）,南北向,金都檀宫,政务文化中心-金都檀宫清水镇芜屯城市干道,7750元/㎡
伟星长江之歌带车位结婚装修满两年江景房大阳台,3室2厅,129.42㎡,低层（共40层）,南北向,伟星长江之歌,银泰城-伟星长江之歌长江南路99号,16612元/㎡
信达翡丽世家叠墅带院子露台大阳垾公园电梯入户轻奢享受,4室2厅,142㎡,高层（共6层）,南向,信达翡丽世家,政务文化中心-信达翡丽世家,12676元/㎡
信德悦城 品质社区 轻轨站口 价格低洼 城东主干道区一手新房,3室2厅,115㎡,中层（共18层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8347元/㎡
美好首玺二期加推 大学城高校云集 一手代理不收任何费用,3室2厅,117㎡,低层（共32层）,南北向,美好首玺,大学城-美好首玺,11965元/㎡
信德悦城高速东方御府一百平左右三房楼层可选总价低轻轨旁,3室2厅,98㎡,中层（共17层）,南北向,信德悦城,凤鸣湖-鸠江-凤鸣湖-信德悦城,8163元/㎡
怡康江郡29中电梯洋房渠道优惠快来找我吧,3室2厅,93㎡,高层（共10层）,南北向,怡康江郡,镜湖-镜湖-镜湖-怡康江郡,13333元/㎡
拓基弘阳时光里 新开楼盘 观景洋房 通透飞机户型,3室2厅,104㎡,低层（共11层）,南北向,拓基弘阳时光里,"鸠江-梦溪路,近纬一次路",9230元/㎡
雅旭新乐府 轻轨旁 云亩塘板块 一手团购价,3室2厅,100㎡,中层（共15层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,12500元/㎡
融创童话森林一手新房品质小区大找我有优惠团购价专车接送,3室2厅,119㎡,中层（共17层）,南北向,融创公元2020,南瑞-融创公元2020弋江南路72号,12436元/㎡
融创童话森林 城南腹地 匠心品质 配套齐全 一手新房分销市场,3室2厅,104㎡,中层（共18层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11057元/㎡
柏庄丽城边户别墅 没税 上下四层 师大附.小本.校+萃文中.学,5室3厅,218㎡,低层（共3层）,南北向,柏庄丽城,大学城-柏庄丽城九华南路与纬五路交汇处以东,16972元/㎡
翡丽世家芜湖城东政务区近轻轨前期预购可享团购价,3室2厅,137㎡,高层（共11层）,南北向,信达翡丽世家,政务文化中心-信达翡丽世家,13138元/㎡
中御公馆 军工央企 大4房双阳台 匠心品质 渠道优惠,4室2厅,141㎡,低层（共16层）,南北向,中御公馆,南瑞-中御公馆,12056元/㎡
雅旭新乐府 法式梧桐大道 高品质物业小区 元亩塘畔景观洋房,3室2厅,116㎡,低层（共30层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,11637元/㎡
汀海壹品万科物业公园环绕住宅楼栋间距,3室2厅,120㎡,中层（共11层）,南北向,汀海壹品,神山口-汀海壹品赤铸山路与弋江中路交汇处,14166元/㎡
伟星万科珑胤台强强联合装修交付全洋房找我享团购,3室2厅,100㎡,高层（共19层）,南北向,汀海壹品,神山口-汀海壹品赤铸山路与弋江中路交汇处,15500元/㎡
"翡丽世家,公园旁洋房3房,一手无费,车接车送,优惠多多",3室2厅,137㎡,中层（共11层）,南北向,信达翡丽世家,政务文化中心-信达翡丽世家,11897元/㎡
"新城大都会标准113平米三房,送车位,阔景阳台,车接车送",3室2厅,113㎡,中层（共25层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11415元/㎡
叠墅带院子170万信达翡丽世家142平4室2厅,4室2厅,142㎡,低层（共6层）,南向,信达翡丽世家,政务文化中心-信达翡丽世家,11971元/㎡
城南轻轨站口全新纯挑高公寓一层变二层中建500米领寓柏庄,2室1厅,55㎡,中层（共25层）,南向,中建500米,大学城-中建500米乌霞山东路和九龙小区交汇处,7090元/㎡
碧桂园塘溪源著免费咨询专车带看弋江区全新改善大三房,3室2厅,118㎡,中层（共8层）,南北向,碧桂园·塘溪源著,大学城-碧桂园·塘溪源著,11694元/㎡
"新乐府团购价无,面积户型随你选,采光好,好房不等人",3室2厅,100㎡,中层（共11层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,12400元/㎡
"城东起中江政务新区,L型厨房,10米贯通阳台,3加1户型",3室2厅,119㎡,高层（共15层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13025元/㎡
新房可现场选房+功能性3房+二环内金地物业+享团购折扣,3室2厅,89㎡,高层（共16层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11797元/㎡
万华南湖春晓位于奥体公园跟文化公园旁旁边有欧尚超市,3室2厅,128㎡,中层（共33层）,南北向,万华南湖春晓,奥林匹克公园-弋江-奥林匹克公园-万华南湖春晓,15625元/㎡
城南美好首玺德胜广场旁面积楼层任选总价110万起,3室2厅,93㎡,高层（共28层）,南向,美好首玺,大学城-美好首玺,12580元/㎡
伟星天境商品房(新房)不收居间费找我有优惠,3室2厅,123㎡,中层（共18层）,南向,伟星天境,弋江-弋江-弋江-伟星天境,11382元/㎡
鸠兹古镇西江月徽派别墅风景秀丽一手新房销售市场部专享,独栋,卧室：4个,无花园,130㎡,鸠兹古镇西江月,政务文化中心-鸠兹古镇西江月安徽省芜湖市鸠江区万春中路,15384元/㎡
慢城壹品加推小面积洋房低总价买房送田4A级景区旁边,2室2厅,75㎡,高层（共11层）,南北向,慢城壹品,一中-慢城壹品安徽省芜湖市芜湖县芜屯路南50米,4666元/㎡
信德悦法式 园林浪漫情怀 立体式透视架空景观,3室2厅,115㎡,中层（共15层）,南北向,信德悦城,鸠江-鸠江-鸠江-信德悦城,8956元/㎡
新城大都会品质小区花园洋房配套齐全一房市场部专享价,3室2厅,97.9㎡,低层（共16层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11848元/㎡
"皖新春江明月,国企开发,刚需小三房,团购渠道优惠,无中阶费",3室2厅,97㎡,低层（共33层）,南向,皖新春江明月,南瑞-皖新春江明月利民东路中段(原新兴铸管厂地块),10824元/㎡
抖音网红爆款春江明月经典小3房商超配套齐全近万达,3室2厅,98㎡,中层（共24层）,南北向,皖新春江明月,南瑞-皖新春江明月利民东路中段(原新兴铸管厂地块),10367元/㎡
皖新春江明月二期即将开盘新房可直接选房享团购优.惠.价,3室2厅,109㎡,中层（共30层）,南北向,皖新春江明月,南瑞-皖新春江明月利民东路中段(原新兴铸管厂地块),10550元/㎡
"城南核芯,师大旁,宽景洋房,找我有优惠",3室2厅,90㎡,高层（共11层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,12222元/㎡
"弘扬时光里,全洋房户型,轻轨房,单价9500,我带去是团购价",3室2厅,118㎡,低层（共11层）,南北向,高速东方御府,政务文化中心-高速东方御府梦溪路与纬一次路交汇处,8305元/㎡
春江明月小三房一手房源南北通透找我享有团购价无任何费,3室2厅,110㎡,中层（共28层）,南北向,皖新春江明月,南瑞-皖新春江明月利民东路中段(原新兴铸管厂地块),10181元/㎡
雅旭新乐府法式梧桐大道高品质物业小区元亩塘畔景观洋房,3室2厅,116㎡,低层（共30层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,11637元/㎡
中御公馆 城南品质住宅 自带商业圈幼儿园,3室2厅,109㎡,中层（共16层）,南向,中御公馆,南瑞-中御公馆,13761元/㎡
雅旭新乐府 团购价 采光好 特价房源 好房不等人,3室2厅,116㎡,低层（共30层）,南北向,雅旭新乐府,南瑞-雅旭新乐府,10431元/㎡
2成首付 融创2020低密度洋房 找我有优惠不收任何费用,3室2厅,119㎡,中层（共10层）,南北向,融创公元2020,南瑞-融创公元2020弋江南路72号,11596元/㎡
"融创金地童话森林,86平温馨小三房,公摊小,",3室2厅,86㎡,高层（共18层）,南北向,融创金地童话森林,瀂港-融创金地童话森林弋江南路与文津东路交口西北,11511元/㎡
伟星万科珑胤台强强联合装修交付密度低全洋房找我享团购,3室2厅,100㎡,中层（共16层）,南北向,汀海壹品,神山口-汀海壹品赤铸山路与弋江中路交汇处,15000元/㎡
伟星万科珑胤台 精装交付 诚心出售 楼层任选,3室2厅,105㎡,中层（共16层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,15238元/㎡
万科伟星东方珑胤台洋房精装交房渠道特价,3室2厅,108㎡,高层（共11层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,14814元/㎡
新城大都会一手新房洋房环境优美找我团购优惠,3室2厅,97㎡,低层（共11层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11958元/㎡
美式洋房繁华地段园林观景一手渠道享团购价新城大都会,3室2厅,122㎡,中层（共16层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,12704元/㎡
伟星万科潮起中江 找我买有优惠你想要的我都有,3室2厅,99㎡,高层（共12层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,12626元/㎡
新城大都会 三室两厅 精装修 电梯房 朝向好楼层好 诚售,3室2厅,97㎡,中层（共24层）,南向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11855元/㎡
"新城大都会,楼层自选飞机架户型,洋房三室全天采光送车位随时看",3室2厅,112㎡,高层（共11层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,12500元/㎡
新城大都会小三房楼层自选专享渠道优惠不收任何费用,3室2厅,97㎡,中层（共33层）,南北向,新城大都会,国际会展中心-新城大都会仓津路与大工山路交口向南约500米,11752元/㎡
万科珑胤台 加推1-6-8号楼 洋房精装交付 首开优惠大 等你来,3室2厅,108㎡,高层（共11层）,南北向,万科珑胤台,神山口-赤铸山路,15555元/㎡
"万达板块,城东高品质洋房,124到129平,祥生府",3室2厅,129㎡,高层（共11层）,南向,祥生府,政务文化中心-祥生府北京中路与中江大道交汇处西南侧50米,12558元/㎡
万科珑胤台 加推1-6-8号楼 洋房精装交付 首开优惠大 等你来,3室2厅,100㎡,高层（共11层）,南北向,万科东方珑胤台,神山口-赤铸山路,15900元/㎡
伟星万科打造 东方珑胤台 汀棠公园旁 车接车送 精装交付,3室2厅,100㎡,高层（共11层）,南北向,万科东方珑胤台,神山口-赤铸山路,15900元/㎡
伟星万科强强合作潮起中江精装交付专享新房分销渠道价,3室2厅,99㎡,中层（共17层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13383元/㎡
伟星万科起中江 一手新房 开发商精装三房 免费咨询带看,3室2厅,99㎡,高层（共17层）,南向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13131元/㎡
伟星万科珑胤新房108平米中间楼层参与团购享优惠,3室2厅,108㎡,中层（共16层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,14814元/㎡
弋江区新楼盘:融创公元2020+首付两成+物业+随时看房,3室2厅,119㎡,中层（共11层）,南北向,融创公元2020,南瑞-融创公元2020弋江南路72号,13865元/㎡
伟星万科强强合作起中江精装交付新房分销渠道专享价,3室2厅,99㎡,中层（共25层）,南北向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13131元/㎡
"镜湖世家特价房,精装交付,大品牌,免,市",3室2厅,98㎡,中层（共17层）,南北向,芜湖碧桂园镜湖春色,龙窝湖-芜湖碧桂园镜湖春色,14795元/㎡
一手房团购新房渠道优惠大三房改善型家庭低密度洋房公摊小,3室2厅,119㎡,高层（共11层）,南北向,融创公元2020,南瑞-融创公元2020弋江南路72号,12941元/㎡
一手房免税免.中介.费首付28万买万科精装房找我优惠,3室2厅,119㎡,低层（共16层）,南向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,12857元/㎡
春暖精装两室 満二 房东诚心出售,2室2厅,77.66㎡,高层（共18层）,南向,柏庄春暖花开,大学城-柏庄·春暖花开九华南路安徽师范大学南校区对面,13906元/㎡
融创2020低密度洋房匠心品质一手市场新房渠道价,3室2厅,119㎡,中层（共11层）,南北向,融创公元2020,南瑞-融创公元2020弋江南路72号,13865元/㎡
伟星万科联合开发起中江精装明年交付一手新房团购优惠多,1室1厅,100㎡,中层（共16层）,南向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,14000元/㎡
伟星万科起中江+精装交付首付两成+低单价环境好随时接送看房,3室2厅,119㎡,中层（共17层）,南向,伟星万科潮起中江,政务文化中心-伟星万科潮起中江,13445元/㎡
